instance_idx,has_recourse,age_group,subgroup
4337,1,elderly,total
5536,0,elderly,total
11188,1,elderly,total
6650,0,elderly,total
4910,0,elderly,total
9562,0,elderly,total
11965,0,elderly,total
3318,0,elderly,total
6051,0,elderly,total
5345,1,elderly,total
948,0,elderly,total
6108,0,elderly,total
2494,0,elderly,total
12847,1,elderly,total
4250,1,elderly,total
11350,1,elderly,total
5530,0,elderly,total
11260,1,elderly,total
11087,0,elderly,total
12438,1,elderly,total
14038,0,elderly,total
4791,0,elderly,total
7982,1,elderly,total
6660,0,elderly,total
969,0,elderly,total
5400,0,elderly,total
9941,1,elderly,total
2433,0,elderly,total
14043,1,elderly,total
4938,0,elderly,total
3054,0,elderly,total
4354,1,elderly,total
13159,0,elderly,total
5980,1,elderly,total
5643,0,elderly,total
4549,0,elderly,total
9855,0,elderly,total
4380,0,elderly,total
5558,0,elderly,total
3055,1,elderly,total
2643,1,elderly,total
2408,0,elderly,total
2532,0,elderly,total
11094,0,elderly,total
3706,0,elderly,total
11176,1,elderly,total
4769,0,elderly,total
1540,0,elderly,total
1129,0,elderly,total
477,1,elderly,total
1081,0,elderly,total
9634,0,elderly,total
2082,0,elderly,total
4497,0,elderly,total
3732,1,elderly,total
14119,0,elderly,total
5430,1,elderly,total
8785,1,elderly,total
10634,1,elderly,total
5022,0,elderly,total
3231,0,elderly,total
4084,0,elderly,total
7596,1,elderly,total
10702,0,elderly,total
13779,0,elderly,total
4526,1,elderly,total
10107,0,elderly,total
2193,1,elderly,total
13435,1,overall,total
484,0,overall,total
4876,0,overall,total
1024,0,overall,total
11049,1,overall,total
12824,0,overall,total
9903,0,overall,total
5776,1,overall,total
7870,0,overall,total
756,0,overall,total
7563,1,overall,total
8784,0,overall,total
2643,1,overall,total
10539,0,overall,total
13473,0,overall,total
13396,1,overall,total
1122,1,overall,total
7697,0,overall,total
13603,0,overall,total
11387,0,overall,total
3695,0,overall,total
4533,0,overall,total
8052,0,overall,total
13302,0,overall,total
2574,0,overall,total
2342,1,overall,total
1502,1,overall,total
10290,0,overall,total
311,1,overall,total
